,,,,,,,,,,,,,,,,,,,,,,,,,
,,Device history data,,,,,,,,,,,,,,,,,,,,,,,
,Device,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,,
,Type,HBC-Series,,,,,,,,,,,,,,,,,,,,,,,
,Firmware,5.75,,,,,,,,,,,,,,,,,,,,,,,
,Serial number,52FF6D066571525319151687,,,,,,,,,,,,,,,,,,,,,,,
,Created,"27/02/2024, 12:22",,MGM ProTool v3.5.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Input voltage,Input current,Motor revolutions WRONG ,Motor revolutions,Controller temperature,Peak current,Battery internal voltage,Main bus voltage,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,[V],[A],[x100rpm],[x100rpm],[°C],[A],[V],[V],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,1m 46s 300ms,16.035,4.8,32.3,45.22,51,21,16.035,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s 400ms,15.965,4.8,32.2,45.08,50,26,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s 500ms,15.982,4.8,32.2,45.08,50,20,16.122,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s 600ms,15.913,5,32.1,44.94,51,17,16.104,10.318,19.608,80,30.1,17,0,19.608,0,0,0,0,0,0,0,0,0,25.7
,1m 46s 700ms,15.965,4.8,32.2,45.08,52,17,16.122,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s 800ms,16.035,4.8,32.2,45.08,52,29,16.139,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 46s 900ms,15.965,4.2,32.2,45.08,52,32,16.122,10.318,19.608,60,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,21.6
,1m 47s,15.982,4.8,32.3,45.22,51,19,16.104,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 47s 100ms,16.035,4.4,32.2,45.08,51,16,16.035,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 47s 200ms,16,4.6,32.3,45.22,51,21,16.052,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 47s 300ms,16,4.8,32.3,45.22,50,22,16.035,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 47s 400ms,15.982,4.8,32.3,45.22,50,16,16.069,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 47s 500ms,15.895,4.6,32.2,45.08,50,18,16.035,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 47s 600ms,16.017,4.8,32.2,45.08,50,25,16.139,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 47s 700ms,16,4.8,32.2,45.08,50,34,16.122,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 47s 800ms,16.035,3.9,32.2,45.08,50,33,16.087,10.318,19.608,60,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,20
,1m 47s 900ms,15.965,4.6,32.2,45.08,50,15,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 48s,15.982,4.8,32.2,45.08,50,29,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 48s 100ms,15.965,4.4,32.2,45.08,50,18,16.087,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 48s 200ms,15.965,4.8,32.2,45.08,50,17,16.139,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 48s 300ms,15.965,4.8,32.2,45.08,50,14,16.139,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 48s 400ms,15.982,4.8,32.3,45.22,50,31,16.156,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 48s 500ms,15.982,4.6,32.2,45.08,52,21,16.069,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 48s 600ms,16.017,5,32.2,45.08,51,25,16.087,10.318,19.608,80,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,25.7
,1m 48s 700ms,15.948,4.6,32.2,45.08,51,23,16.035,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,23.6
,1m 48s 800ms,15.982,4.8,32.3,45.22,50,23,16.052,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 48s 900ms,16.035,4.4,32.3,45.22,50,19,16.087,10.318,19.608,70,30.3,17,0,19.608,0,0,0,0,0,0,0,0,0,22.6
,1m 49s,16,4.8,32.2,45.08,50,29,16.139,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 49s 100ms,15.948,4.8,32.2,45.08,51,27,16.104,10.318,19.608,70,30.2,17,0,19.608,0,0,0,0,0,0,0,0,0,24.7
,1m 49s 200ms,15.948,3.9,31.6,44.24,51,32,16.122,10.318,18.627,60,29.7,17,0,18.627,0,0,0,0,0,0,0,0,0,21.1
,1m 49s 300ms,16,4.2,29.9,41.86,51,22,16.104,10.318,17.647,60,28.1,17,0,17.647,0,0,0,0,0,0,0,0,0,24
,1m 49s 400ms,15.948,3.1,29,40.6,51,19,16.069,10.318,17.647,40,27.2,17,0,17.647,0,0,0,0,0,0,0,0,0,17.7
,1m 49s 500ms,16.069,3.7,28.6,40.04,51,16,16.035,10.318,17.647,50,26.8,17,0,17.647,0,0,0,0,0,0,0,0,0,21.1
,1m 49s 600ms,16.017,3.3,28.5,39.9,50,22,16.069,10.318,17.647,50,26.7,17,0,17.647,0,0,0,0,0,0,0,0,0,18.8
,1m 49s 700ms,16.035,3.3,28.2,39.48,51,13,16.087,10.318,16.667,50,26.5,17,0,16.667,0,0,0,0,0,0,0,0,0,19.9
,1m 49s 800ms,16.017,2.4,26.2,36.68,51,11,16.122,10.318,15.686,30,24.6,17,0,15.686,0,0,0,0,0,0,0,0,0,15.4
,1m 49s 900ms,16.052,3,24.1,33.74,50,15,16.104,10.318,14.706,40,22.6,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 50s,16.087,2.4,23.8,33.32,50,16,16.122,10.318,14.706,30,22.3,17,0,14.706,0,0,0,0,0,0,0,0,0,16.4
,1m 50s 100ms,16.052,2.6,23.7,33.18,50,18,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 50s 200ms,16,3,23.7,33.18,51,17,16.122,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 50s 300ms,16.035,3.3,23.7,33.18,51,23,16.087,10.318,14.706,50,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,22.6
,1m 50s 400ms,16,2.8,23.6,33.04,51,21,16.104,10.318,14.706,40,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 50s 500ms,16.052,3,23.7,33.18,50,21,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 50s 600ms,16.052,2.8,23.7,33.18,50,20,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 50s 700ms,16.052,2.8,23.6,33.04,50,15,16.139,10.318,14.706,40,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 50s 800ms,16.035,2.4,23.7,33.18,51,20,16.139,10.318,14.706,30,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,16.4
,1m 50s 900ms,16.052,3,23.6,33.04,51,17,16.122,10.318,14.706,40,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 51s,16.035,2.6,23.7,33.18,51,22,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 51s 100ms,16.052,2.6,23.7,33.18,51,20,16.174,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 51s 200ms,16.017,3,23.7,33.18,51,20,16.122,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 51s 300ms,16.069,2.8,23.6,33.04,50,20,16.087,10.318,14.706,40,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 51s 400ms,16.017,3,23.7,33.18,50,14,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 51s 500ms,16.035,3.1,23.7,33.18,50,16,16.104,10.318,14.706,50,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,21.2
,1m 51s 600ms,15.982,3,23.7,33.18,50,19,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 51s 700ms,16.052,2.8,23.7,33.18,50,18,16.122,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 51s 800ms,16.052,3.1,23.7,33.18,51,18,16.226,10.318,14.706,50,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,21.2
,1m 51s 900ms,16.087,2.4,23.6,33.04,51,17,16.104,10.318,14.706,30,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,16.4
,1m 52s,16.087,2.8,23.7,33.18,51,15,16.087,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 52s 100ms,16.017,2.6,23.7,33.18,51,16,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 52s 200ms,16.052,2.6,23.7,33.18,51,16,16.052,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 52s 300ms,15.965,2.8,23.7,33.18,51,14,16.122,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 52s 400ms,16.069,2.6,23.7,33.18,51,16,16.035,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 52s 500ms,16.069,3.3,23.7,33.18,51,16,16.087,10.318,14.706,50,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,22.6
,1m 52s 600ms,16.052,2.4,23.6,33.04,50,20,16.069,10.318,14.706,30,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,16.4
,1m 52s 700ms,16.069,3,23.7,33.18,50,13,16.122,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 52s 800ms,16.156,2.8,23.7,33.18,51,16,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 52s 900ms,16.052,3,23.7,33.18,50,17,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 53s,16.052,2.4,23.7,33.18,50,16,16.069,10.318,14.706,30,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,16.4
,1m 53s 100ms,15.982,3,23.7,33.18,50,14,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 53s 200ms,16.069,3,23.7,33.18,50,19,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 53s 300ms,16.069,3,23.7,33.18,51,23,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 53s 400ms,16.052,3,23.7,33.18,51,20,16.156,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 53s 500ms,16.052,3.1,23.6,33.04,51,11,16.104,10.318,14.706,50,22.1,17,0,14.706,0,0,0,0,0,0,0,0,0,21.2
,1m 53s 600ms,16,3.1,23.7,33.18,50,19,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,21.2
,1m 53s 700ms,16.052,3.1,23.7,33.18,50,15,16.156,10.318,14.706,50,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,21.2
,1m 53s 800ms,16.035,2.8,23.7,33.18,50,15,16.174,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 53s 900ms,16.104,3,23.7,33.18,50,17,16.087,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 54s,16.052,3,23.7,33.18,51,19,16.104,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 54s 100ms,16.087,2.6,23.7,33.18,51,19,16.069,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 54s 200ms,16.087,3,23.7,33.18,51,19,16.174,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 54s 300ms,16.104,2.6,23.8,33.32,51,19,16.122,10.318,14.706,40,22.3,17,0,14.706,0,0,0,0,0,0,0,0,0,17.8
,1m 54s 400ms,16.052,3,23.7,33.18,51,20,16.139,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 54s 500ms,16.104,2.8,23.7,33.18,51,15,16.069,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,19.2
,1m 54s 600ms,16.052,3,23.7,33.18,52,19,16.156,10.318,14.706,40,22.2,17,0,14.706,0,0,0,0,0,0,0,0,0,20.6
,1m 54s 700ms,16.035,2.4,22.9,32.06,51,16,16.122,10.318,13.725,30,21.5,17,0,13.725,0,0,0,0,0,0,0,0,0,17.6
,1m 54s 800ms,16.087,2,21.9,30.66,51,25,16.104,10.318,13.725,30,20.5,17,0,13.725,0,0,0,0,0,0,0,0,0,14.7
,1m 54s 900ms,16.052,2.2,21.5,30.1,50,17,16.104,10.318,12.745,30,20.2,17,0,12.745,0,0,0,0,0,0,0,0,0,17.4
,1m 55s,16.069,2.4,20.9,29.26,51,16,16.122,10.318,12.745,30,19.6,17,0,12.745,0,0,0,0,0,0,0,0,0,19
,1m 55s 100ms,16.052,1.8,19.8,27.72,51,12,16.139,10.318,11.765,20,18.6,17,0,11.765,0,0,0,0,0,0,0,0,0,15.4
,1m 55s 200ms,16.069,1.6,18.6,26.04,51,13,16.069,10.318,10.784,20,17.4,17,0,10.784,0,0,0,0,0,0,0,0,0,14.9
,1m 55s 300ms,16.122,2.2,18.2,25.48,52,15,16.139,10.318,10.784,30,17.1,17,0,10.784,0,0,0,0,0,0,0,0,0,20.6
,1m 55s 400ms,16.122,2,18.2,25.48,52,12,16.122,10.318,10.784,30,17.1,17,0,10.784,0,0,0,0,0,0,0,0,0,18.7
,1m 55s 500ms,16.069,2.4,18.2,25.48,51,13,16.191,10.318,10.784,30,17.1,17,0,10.784,0,0,0,0,0,0,0,0,0,22.4
,1m 55s 600ms,16.052,1.6,17.4,24.36,51,13,16.122,10.318,10.784,20,16.3,17,0,10.784,0,0,0,0,0,0,0,0,0,14.9
,1m 55s 700ms,16.069,1.3,17,23.8,51,12,16.122,10.318,10.784,20,15.9,17,0,10.784,0,0,0,0,0,0,0,0,0,12.1
,1m 55s 800ms,16.104,2,16.8,23.52,51,8,16.104,10.318,10.784,30,15.7,17,0,10.784,0,0,0,0,0,0,0,0,0,18.7
,1m 55s 900ms,16.087,2,16.8,23.52,51,10,16.087,10.318,9.804,30,15.7,17,0,9.804,0,0,0,0,0,0,0,0,0,20.6
,1m 56s,16.122,1.5,16.4,22.96,51,11,16,10.318,9.804,20,15.4,17,0,9.804,0,0,0,0,0,0,0,0,0,15.4
,1m 56s 100ms,16.104,1.6,16,22.4,50,10,16.122,10.318,9.804,20,15,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 56s 200ms,16.139,1.8,16,22.4,50,11,16.104,10.318,9.804,20,15,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 56s 300ms,16.104,1.8,16,22.4,50,11,16.122,10.318,9.804,20,15,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 56s 400ms,16.122,1.8,16,22.4,51,12,16.139,10.318,9.804,20,15,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 56s 500ms,16.104,1.8,15.9,22.26,51,10,16.104,10.318,9.804,20,14.9,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 56s 600ms,16.087,1.6,15.9,22.26,52,13,16.139,10.318,9.804,20,14.9,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 56s 700ms,16.052,1.6,15.9,22.26,52,11,16.087,10.318,9.804,20,14.9,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 56s 800ms,16.104,1.1,15.9,22.26,51,9,16.156,10.318,9.804,10,14.9,17,0,9.804,0,0,0,0,0,0,0,0,0,11.3
,1m 56s 900ms,16.139,1.8,15.8,22.12,51,9,16.156,10.318,9.804,20,14.8,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 57s,16.052,1.1,15.6,21.84,51,11,16.017,10.318,9.804,10,14.6,17,0,9.804,0,0,0,0,0,0,0,0,0,11.3
,1m 57s 100ms,16.087,1.8,15.6,21.84,51,8,16.139,10.318,9.804,20,14.6,17,0,9.804,0,0,0,0,0,0,0,0,0,18.5
,1m 57s 200ms,16.122,1.5,15.3,21.42,51,11,16.122,10.318,9.804,20,14.3,17,0,9.804,0,0,0,0,0,0,0,0,0,15.4
,1m 57s 300ms,16.069,1.6,15.1,21.14,51,12,16.104,10.318,9.804,20,14.1,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 57s 400ms,16.052,1.6,15,21,51,8,16.156,10.318,9.804,20,14.1,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 57s 500ms,16.122,1.6,15,21,51,10,16.104,10.318,9.804,20,14.1,17,0,9.804,0,0,0,0,0,0,0,0,0,16.4
,1m 57s 600ms,16.104,1.6,14.9,20.86,51,9,16.139,10.318,8.824,20,14,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 57s 700ms,16.122,1.5,14.9,20.86,52,8,16.139,10.318,8.824,20,14,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,1m 57s 800ms,16.087,1.3,14.9,20.86,52,10,16.122,10.318,8.824,20,14,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,1m 57s 900ms,16.122,1.8,14.9,20.86,51,10,16.139,10.318,8.824,20,14,17,0,8.824,0,0,0,0,0,0,0,0,0,20.6
,1m 58s,16.122,1.8,14.6,20.44,51,8,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,20.6
,1m 58s 100ms,16.139,1.1,14.5,20.3,51,8,16.087,10.318,8.824,10,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,1m 58s 200ms,16.139,1.6,14.5,20.3,51,9,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 58s 300ms,16.139,1.3,14.5,20.3,51,7,16.104,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,1m 58s 400ms,16.104,1.1,14.5,20.3,51,10,16.139,10.318,8.824,10,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,1m 58s 500ms,16.122,1.6,14.5,20.3,51,8,16.156,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 58s 600ms,16.122,1.3,14.5,20.3,51,8,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,1m 58s 700ms,16.052,1.5,14.6,20.44,51,12,16.156,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,1m 58s 800ms,16.139,1.6,14.6,20.44,51,9,16.122,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 58s 900ms,16.087,1.1,14.5,20.3,50,9,16.139,10.318,8.824,10,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,1m 59s,16.122,1.6,14.6,20.44,51,10,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 59s 100ms,16.069,1.6,14.5,20.3,51,10,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 59s 200ms,16.122,1.5,14.5,20.3,50,10,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,1m 59s 300ms,16.104,1.5,14.5,20.3,51,11,16.087,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,1m 59s 400ms,16.122,1.1,14.6,20.44,51,10,16.122,10.318,8.824,10,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,1m 59s 500ms,16.087,1.3,14.6,20.44,51,11,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,1m 59s 600ms,16.087,1.6,14.6,20.44,51,10,16.156,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,1m 59s 700ms,16.122,1.3,14.6,20.44,51,7,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,1m 59s 800ms,16.122,1.5,14.5,20.3,51,7,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,1m 59s 900ms,16.069,1.3,14.5,20.3,51,10,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,2m,16.139,1.3,14.5,20.3,51,11,16.122,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,2m 100ms,16.104,1.3,14.6,20.44,51,11,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,2m 200ms,16.122,1.6,14.6,20.44,51,8,16.156,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 300ms,16.104,1.3,14.6,20.44,51,9,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,2m 400ms,16.122,1.6,14.5,20.3,52,8,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 500ms,16.122,1.6,14.6,20.44,52,10,16.174,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 600ms,16.087,1.5,14.6,20.44,51,10,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,2m 700ms,16.122,1.6,14.6,20.44,51,10,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 800ms,16.122,1.6,14.5,20.3,51,11,16.087,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 900ms,16.122,1.1,14.5,20.3,51,9,16.104,10.318,8.824,10,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,2m 1s,16.122,1.1,14.6,20.44,51,10,16.139,10.318,8.824,10,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,12.5
,2m 1s 100ms,16.122,1.6,14.6,20.44,51,11,16.104,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 1s 200ms,16.069,1.5,14.6,20.44,51,9,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,2m 1s 300ms,16.104,1.6,14.6,20.44,51,10,16.104,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,18.3
,2m 1s 400ms,16.122,1.5,14.6,20.44,52,9,16.139,10.318,8.824,20,13.7,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,2m 1s 500ms,16.087,1.5,14.5,20.3,52,8,16.139,10.318,8.824,20,13.6,17,0,8.824,0,0,0,0,0,0,0,0,0,17.1
,2m 1s 600ms,16.104,1.3,14.2,19.88,51,7,16.156,10.318,8.824,20,13.3,17,0,8.824,0,0,0,0,0,0,0,0,0,14.8
,2m 1s 700ms,16.139,0.9,13.8,19.32,51,8,16.156,10.318,8.824,10,12.9,17,0,8.824,0,0,0,0,0,0,0,0,0,10.3
,2m 1s 800ms,16.139,1.3,12.9,18.06,51,7,16.104,10.318,7.843,20,12.1,17,0,7.843,0,0,0,0,0,0,0,0,0,16.7
,2m 1s 900ms,16.104,0.7,11.5,16.1,50,5,16.139,10.318,6.863,10,10.8,17,0,6.863,0,0,0,0,0,0,0,0,0,10.3
,2m 2s,16.087,0.4,10.7,14.98,50,3,16.156,10.318,5.882,0,10,17,0,5.882,0,0,0,0,0,0,0,0,0,6.8
,2m 2s 100ms,16.139,0.2,8.2,11.48,50,3,16.174,10.318,5.882,0,7.7,17,0,5.882,0,0,0,0,0,0,0,0,0,3.4
,2m 2s 200ms,16.156,0.4,7,9.8,50,3,16.104,10.318,5.882,0,6.5,17,0,5.882,0,0,0,0,0,0,0,0,0,6.8
,2m 2s 300ms,16.104,0.6,5.7,7.98,51,3,16.087,10.318,4.902,0,5.3,17,0,4.902,0,0,0,0,0,0,0,0,0,12.3
,2m 2s 400ms,16.104,0.2,4.4,6.16,51,1,16.104,10.318,3.922,0,4.1,17,0,3.922,0,0,0,0,0,0,0,0,0,5.1
,2m 2s 500ms,16.156,0.6,1.9,2.66,51,2,16.104,10.318,2.941,0,1.7,17,0,2.941,0,0,0,0,0,0,0,0,0,20.6
,2m 2s 600ms,16.156,0,0,0,52,2,16.122,10.318,2.941,0,0,17,0,2.941,0,0,0,0,0,0,0,0,0,0
,2m 2s 700ms,16.156,0.2,0,0,51,1,16.104,10.318,2.941,0,0,17,0,2.941,0,0,0,0,0,0,0,0,0,6.8
,2m 2s 800ms,16.156,0,0,0,51,1,16.174,10.318,2.941,0,0,17,0,2.941,0,0,0,0,0,0,0,0,0,0
,2m 2s 900ms,16.156,0.6,0,0,51,1,16.156,10.318,2.941,0,0,17,0,2.941,0,0,0,0,0,0,0,0,0,20.6
,2m 3s,16.139,0.6,0,0,52,1,16.122,10.318,2.941,0,0,17,0,2.941,0,0,0,0,0,0,0,0,0,20.6
,2m 3s 100ms,16.156,0.6,0,0,52,2,16.139,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 200ms,16.122,0,0,0,52,1,16.104,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 300ms,16.104,0.4,0,0,51,1,16.156,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 400ms,16.104,0,0,0,52,2,16.174,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 500ms,16.069,0.6,0,0,51,1,16.104,10.364,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
,2m 3s 600ms,16.174,0.7,0,0,51,1,16.174,10.364,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
